Stats	p_val_adj	Cluster	Marker
0.491337493	1.19E-270	9:Cycling T	GZMH
0.324078987	3.76E-270	9:Cycling T	PIN1
0.350669455	9.76E-270	9:Cycling T	AURKAIP1
0.390730919	4.63E-269	9:Cycling T	MZT2B
0.302281267	7.90E-268	9:Cycling T	NUTF2
0.373922398	2.76E-267	9:Cycling T	ANP32A
0.343193137	2.93E-267	9:Cycling T	CLIC1
0.299142578	1.81E-263	9:Cycling T	GNAI2
0.703338892	1.03E-261	9:Cycling T	LGALS1
0.425619818	1.32E-261	9:Cycling T	PRELID1
0.339149862	3.13E-261	9:Cycling T	PTMS
0.286001259	8.21E-260	9:Cycling T	CDKN2D
0.269891932	5.72E-259	9:Cycling T	AHSA1
0.341605314	2.94E-258	9:Cycling T	TPM3
0.340934984	3.09E-258	9:Cycling T	ARPC5L
0.2788915	4.18E-258	9:Cycling T	TMSB4X
0.365431781	4.79E-258	9:Cycling T	HNRNPC
0.316439417	1.22E-256	9:Cycling T	PSMG2
0.304009139	3.20E-256	9:Cycling T	RHEB
0.343224732	1.54E-255	9:Cycling T	COX7A2
0.349851939	4.03E-255	9:Cycling T	MDH1
0.382964398	2.08E-254	9:Cycling T	SERBP1
0.256089615	2.51E-254	9:Cycling T	PSMD2
0.350487968	3.19E-252	9:Cycling T	TOMM5
0.250144221	4.24E-252	9:Cycling T	ELAVL1
0.309193926	2.70E-251	9:Cycling T	ITGAE
0.259234966	6.23E-251	9:Cycling T	UNG
0.339835728	1.25E-247	9:Cycling T	SRP9
0.385672709	1.28E-246	9:Cycling T	SRSF2
0.277383113	1.85E-246	9:Cycling T	DNAJC15
0.297954847	2.88E-246	9:Cycling T	ACP1
0.340513567	6.33E-246	9:Cycling T	COPE
0.325077825	6.90E-245	9:Cycling T	POLR2E
1.791770202	9.37E-244	9:Cycling T	HIST1H4C
0.302628999	9.48E-244	9:Cycling T	MMADHC
0.331941931	3.65E-242	9:Cycling T	CAPZB
0.295991969	7.50E-241	9:Cycling T	PSMD7
0.320683455	5.52E-240	9:Cycling T	CCT2
0.353985314	6.44E-239	9:Cycling T	APOBEC3G
0.331802357	6.77E-239	9:Cycling T	NDUFB11
0.379985751	9.67E-239	9:Cycling T	PA2G4
0.253846289	3.04E-238	9:Cycling T	ATF3
0.283226902	1.47E-237	9:Cycling T	VPS29
0.363500208	6.31E-237	9:Cycling T	NDUFB9
0.262891225	4.81E-235	9:Cycling T	TADA3
0.276409238	1.24E-234	9:Cycling T	MIEN1
0.339987158	8.12E-234	9:Cycling T	SRSF10
0.330991127	1.41E-233	9:Cycling T	NDUFB10
0.282574463	4.72E-232	9:Cycling T	PTBP1
0.399314429	1.04E-230	9:Cycling T	DYNLL1
0.341583714	2.03E-229	9:Cycling T	ATP5PB
0.274764353	2.94E-229	9:Cycling T	HDAC1
0.326989764	3.06E-229	9:Cycling T	RNPS1
0.466961	7.09E-229	9:Cycling T	NKG7
0.262206848	7.33E-228	9:Cycling T	RAB27A
0.321098512	1.27E-226	9:Cycling T	SUMO1
0.271649131	6.11E-225	9:Cycling T	MEA1
0.366262589	7.95E-224	9:Cycling T	LCP1
0.304259023	1.26E-223	9:Cycling T	ELOB
0.298761325	1.84E-223	9:Cycling T	COX6B1
0.446878609	4.00E-223	9:Cycling T	ANXA2
0.32410471	6.76E-223	9:Cycling T	CCT8
0.260052955	8.77E-223	9:Cycling T	IFI27L2
0.265136454	2.54E-221	9:Cycling T	TXNL4A
0.309689591	3.84E-221	9:Cycling T	RBBP4
0.289834567	4.79E-221	9:Cycling T	POLR2G
0.333134024	1.07E-220	9:Cycling T	MZT2A
0.304995628	1.31E-219	9:Cycling T	SF3B6
0.258182225	1.42E-219	9:Cycling T	RAB8A
0.268279595	6.41E-219	9:Cycling T	PSMD4
0.303369207	2.45E-218	9:Cycling T	MAGOH
0.277791477	4.36E-218	9:Cycling T	SF3B4
0.358765487	6.36E-217	9:Cycling T	PRDX2
0.300068206	1.17E-216	9:Cycling T	NDUFS8
0.322379907	1.32E-215	9:Cycling T	EWSR1
0.304434413	6.66E-215	9:Cycling T	KPNB1
0.266850797	6.96E-214	9:Cycling T	TMEM160
0.321054214	1.19E-211	9:Cycling T	PSMB1
0.303719657	6.81E-209	9:Cycling T	CSNK2B
0.273646211	2.51E-207	9:Cycling T	NUDC
0.33228364	8.38E-207	9:Cycling T	RBM3
0.298176322	1.35E-206	9:Cycling T	NHP2
0.777014173	3.27E-206	9:Cycling T	ARL6IP1
0.252505847	7.21E-206	9:Cycling T	PSMD13
0.277649206	7.88E-205	9:Cycling T	SRP14
0.331812335	6.28E-204	9:Cycling T	P4HB
0.45259659	9.81E-204	9:Cycling T	CALR
0.328041483	1.43E-203	9:Cycling T	SLC9A3R1
0.305512487	2.28E-203	9:Cycling T	CCT3
0.327513687	4.28E-202	9:Cycling T	XRCC5
0.290446144	1.54E-196	9:Cycling T	ROMO1
0.287635468	2.02E-196	9:Cycling T	NDUFA4
0.275565048	1.76E-195	9:Cycling T	COX17
0.281513551	3.74E-195	9:Cycling T	LAG3
0.334388798	4.23E-195	9:Cycling T	PPA1
0.376664204	5.12E-195	9:Cycling T	BUB3
0.319889864	4.67E-194	9:Cycling T	UBE2L6
0.272120166	1.50E-193	9:Cycling T	GBP2
0.302411887	1.00E-192	9:Cycling T	UBE2I
0.31824662	2.09E-192	9:Cycling T	ATP5F1A
0.274957319	3.45E-192	9:Cycling T	EIF4H
0.293683035	2.25E-191	9:Cycling T	EIF3I
0.257819887	3.04E-190	9:Cycling T	TKT
0.399712445	3.12E-190	9:Cycling T	PRDX1
0.279441433	5.95E-189	9:Cycling T	DCXR
0.363846857	7.60E-189	9:Cycling T	HSP90AA1
0.26293556	1.22E-187	9:Cycling T	PARP1
0.392183302	3.13E-186	9:Cycling T	PRF1
0.271750853	2.27E-185	9:Cycling T	PRDX6
0.271385958	7.74E-185	9:Cycling T	NUCB2
0.317691176	1.56E-184	9:Cycling T	TAP1
0.260014595	6.90E-183	9:Cycling T	MRPS34
0.298378721	7.67E-183	9:Cycling T	NDUFB2
0.312169444	1.61E-182	9:Cycling T	LDHB
0.265231776	1.07E-181	9:Cycling T	SEC11A
0.278316308	1.81E-180	9:Cycling T	FAM49B
0.276063016	1.26E-175	9:Cycling T	BAX
0.278539768	2.00E-174	9:Cycling T	ATP5MPL
0.267514076	4.26E-173	9:Cycling T	COX5B
0.261290324	4.31E-172	9:Cycling T	PSMC5
0.264142951	7.38E-172	9:Cycling T	ENSA
0.272312314	7.58E-172	9:Cycling T	UQCR10
0.252453443	2.99E-171	9:Cycling T	MRPL54
0.270218145	7.15E-170	9:Cycling T	PHB2
0.297448248	1.86E-169	9:Cycling T	PGK1
0.324087716	1.96E-166	9:Cycling T	LY6E
0.301687703	5.91E-166	9:Cycling T	PPP1R18
0.260139229	1.37E-163	9:Cycling T	SRSF9
0.259239095	3.52E-162	9:Cycling T	PSME1
0.262007233	4.39E-162	9:Cycling T	ATP5PD
0.263460075	4.71E-160	9:Cycling T	TMEM258
0.256334598	3.30E-159	9:Cycling T	UCP2
0.322962044	4.98E-159	9:Cycling T	LRRFIP1
0.259313225	3.32E-158	9:Cycling T	GDI2
0.319474573	8.07E-158	9:Cycling T	PPIB
0.255294749	1.05E-157	9:Cycling T	HNRNPM
0.265706385	1.38E-155	9:Cycling T	RBM8A
0.259802534	8.41E-154	9:Cycling T	ARHGDIA
0.263138022	9.49E-154	9:Cycling T	ATP5IF1
0.25743062	2.07E-153	9:Cycling T	PTGES3
0.281441344	4.42E-152	9:Cycling T	XRCC6
0.264238165	5.19E-151	9:Cycling T	TRAPPC1
0.258096398	4.58E-150	9:Cycling T	NDUFB4
0.254379468	2.87E-146	9:Cycling T	MDH2
0.380309634	2.40E-139	9:Cycling T	CALM2
0.333605934	3.45E-138	9:Cycling T	C1QBP
0.251477258	9.19E-138	9:Cycling T	TUFM
0.290325991	1.16E-133	9:Cycling T	EIF5A
0.293186666	1.95E-110	9:Cycling T	CD8B
0.271438461	1.18E-109	9:Cycling T	NPM1
0.274402925	1.19E-99	9:Cycling T	HSPE1
0.264088635	1.25E-87	9:Cycling T	S100A10
0.324853017	1.39E-87	9:Cycling T	CD8A
0.285021463	8.85E-84	9:Cycling T	VIM
0.251928699	9.42E-56	9:Cycling T	S100A6
0.267772209	9.85E-41	9:Cycling T	S100A4
1.944256834	0.00E+00	10: cytotoxic effector	GZMB
1.895254348	0.00E+00	10: cytotoxic effector	LINC02446
1.576805569	0.00E+00	10: cytotoxic effector	GNLY
1.349582976	0.00E+00	10: cytotoxic effector	NKG7
1.299225476	0.00E+00	10: cytotoxic effector	GZMH
1.224447195	0.00E+00	10: cytotoxic effector	CD8A
1.213607023	0.00E+00	10: cytotoxic effector	CCL5
1.191521386	0.00E+00	10: cytotoxic effector	ZNF683
1.15327469	0.00E+00	10: cytotoxic effector	CCL3
1.127321272	0.00E+00	10: cytotoxic effector	PRF1
1.085694904	0.00E+00	10: cytotoxic effector	HLA-DRB1
1.083182737	0.00E+00	10: cytotoxic effector	HLA-DRA
1.046451056	0.00E+00	10: cytotoxic effector	LAG3
0.973933995	0.00E+00	10: cytotoxic effector	CLIC3
0.957363758	0.00E+00	10: cytotoxic effector	CD38
0.954050014	0.00E+00	10: cytotoxic effector	CD8B
0.937162936	0.00E+00	10: cytotoxic effector	CD74
0.93075884	0.00E+00	10: cytotoxic effector	COTL1
0.881736248	0.00E+00	10: cytotoxic effector	HLA-DPB1
0.851485334	0.00E+00	10: cytotoxic effector	CXCR6
0.844730566	0.00E+00	10: cytotoxic effector	HAVCR2
0.828592453	0.00E+00	10: cytotoxic effector	CYTOR
0.823966708	0.00E+00	10: cytotoxic effector	RARRES3
0.801540666	0.00E+00	10: cytotoxic effector	HLA-DPA1
0.795806668	0.00E+00	10: cytotoxic effector	DUSP4
0.741081476	0.00E+00	10: cytotoxic effector	GBP5
0.73624265	0.00E+00	10: cytotoxic effector	GZMA
0.731520226	0.00E+00	10: cytotoxic effector	PTMS
0.731203569	0.00E+00	10: cytotoxic effector	CST7
0.729762622	0.00E+00	10: cytotoxic effector	IFNG
0.727346846	0.00E+00	10: cytotoxic effector	KLRD1
0.712271708	0.00E+00	10: cytotoxic effector	CCL4
0.704012825	0.00E+00	10: cytotoxic effector	UCP2
0.683578883	0.00E+00	10: cytotoxic effector	MIR4435-2HG
0.671082873	0.00E+00	10: cytotoxic effector	PTPRCAP
0.662103687	0.00E+00	10: cytotoxic effector	ALOX5AP
0.660517649	0.00E+00	10: cytotoxic effector	CD52
0.652184786	0.00E+00	10: cytotoxic effector	ITGAE
0.646330481	0.00E+00	10: cytotoxic effector	IDH2
0.63748647	0.00E+00	10: cytotoxic effector	ID2
0.633134176	0.00E+00	10: cytotoxic effector	C12orf75
0.619604332	0.00E+00	10: cytotoxic effector	CEBPD
0.612107755	0.00E+00	10: cytotoxic effector	CNN2
0.60635645	0.00E+00	10: cytotoxic effector	CBLB
0.594176459	0.00E+00	10: cytotoxic effector	LIMD2
0.591404808	0.00E+00	10: cytotoxic effector	PECAM1
0.584468801	0.00E+00	10: cytotoxic effector	FASLG
0.576954985	0.00E+00	10: cytotoxic effector	APOBEC3G
0.576125593	0.00E+00	10: cytotoxic effector	LINC01871
0.564532119	0.00E+00	10: cytotoxic effector	TESC
0.554389988	0.00E+00	10: cytotoxic effector	GBP2
0.55263618	0.00E+00	10: cytotoxic effector	ENTPD1
0.550311423	0.00E+00	10: cytotoxic effector	SH3BGRL3
0.539259657	0.00E+00	10: cytotoxic effector	HLA-DQB1
0.536142368	0.00E+00	10: cytotoxic effector	FABP5
0.533504665	0.00E+00	10: cytotoxic effector	CD7
0.528162467	0.00E+00	10: cytotoxic effector	CLEC2B
0.523801976	0.00E+00	10: cytotoxic effector	LAT
0.519527123	0.00E+00	10: cytotoxic effector	PPP1R18
0.513716616	0.00E+00	10: cytotoxic effector	ZYX
0.510087669	0.00E+00	10: cytotoxic effector	CD27
0.508423034	0.00E+00	10: cytotoxic effector	DUSP2
0.506898874	0.00E+00	10: cytotoxic effector	RAB37
0.504046093	0.00E+00	10: cytotoxic effector	GZMK
0.500910727	0.00E+00	10: cytotoxic effector	HLA-DQA1
0.498369912	0.00E+00	10: cytotoxic effector	RNF213
0.493577077	0.00E+00	10: cytotoxic effector	ACP5
0.493525836	0.00E+00	10: cytotoxic effector	PSMB9
0.488584783	0.00E+00	10: cytotoxic effector	ACTG1
0.485719572	0.00E+00	10: cytotoxic effector	ADA
0.485219962	0.00E+00	10: cytotoxic effector	NEAT1
0.483394554	0.00E+00	10: cytotoxic effector	CLECL1
0.482762986	0.00E+00	10: cytotoxic effector	PSMB8
0.481946739	0.00E+00	10: cytotoxic effector	BCL2L11
0.475997839	0.00E+00	10: cytotoxic effector	FKBP1A
0.475757894	0.00E+00	10: cytotoxic effector	GAPDH
0.473724694	0.00E+00	10: cytotoxic effector	HMGA1
0.470159098	0.00E+00	10: cytotoxic effector	RGS10
0.468634311	0.00E+00	10: cytotoxic effector	GPR34
0.457470457	0.00E+00	10: cytotoxic effector	CHST12
0.455612901	0.00E+00	10: cytotoxic effector	SUB1
0.45358615	0.00E+00	10: cytotoxic effector	GYPC
0.451200725	0.00E+00	10: cytotoxic effector	PTPN22
0.449927088	0.00E+00	10: cytotoxic effector	TAP1
0.449713278	0.00E+00	10: cytotoxic effector	CTLA4
0.447799714	0.00E+00	10: cytotoxic effector	FYB1
0.445801912	0.00E+00	10: cytotoxic effector	RGS1
0.445543239	0.00E+00	10: cytotoxic effector	DAPK2
0.439152683	0.00E+00	10: cytotoxic effector	ISG20
0.437289288	0.00E+00	10: cytotoxic effector	SP140
0.437243009	0.00E+00	10: cytotoxic effector	TNFRSF14
0.436439086	0.00E+00	10: cytotoxic effector	ABI3
0.433464425	0.00E+00	10: cytotoxic effector	CARS
0.43133487	0.00E+00	10: cytotoxic effector	UBE2L6
0.430018084	0.00E+00	10: cytotoxic effector	ZEB2
0.429339538	0.00E+00	10: cytotoxic effector	CASP4
0.429145594	0.00E+00	10: cytotoxic effector	CD3D
0.427646097	0.00E+00	10: cytotoxic effector	SLA2
0.425739996	0.00E+00	10: cytotoxic effector	GYG1
0.421001693	0.00E+00	10: cytotoxic effector	PYCARD
0.41914822	0.00E+00	10: cytotoxic effector	GBP4
0.414999834	0.00E+00	10: cytotoxic effector	LYST
0.414074855	0.00E+00	10: cytotoxic effector	AOAH
0.413404452	0.00E+00	10: cytotoxic effector	PLEK
0.413103613	0.00E+00	10: cytotoxic effector	AC116366.3
0.412725896	0.00E+00	10: cytotoxic effector	DUSP5
0.409577522	0.00E+00	10: cytotoxic effector	PSMB10
0.409334692	0.00E+00	10: cytotoxic effector	GRAP2
0.407149058	0.00E+00	10: cytotoxic effector	THEMIS
0.405757629	0.00E+00	10: cytotoxic effector	LY6E
0.404873761	0.00E+00	10: cytotoxic effector	PAG1
0.404422858	0.00E+00	10: cytotoxic effector	TPM4
0.395379452	0.00E+00	10: cytotoxic effector	TPST2
0.392217732	0.00E+00	10: cytotoxic effector	LSP1
0.391991141	0.00E+00	10: cytotoxic effector	ISG15
0.390520796	0.00E+00	10: cytotoxic effector	MYO1F
0.388018007	0.00E+00	10: cytotoxic effector	EVL
0.383569884	0.00E+00	10: cytotoxic effector	RAC2
0.382408708	0.00E+00	10: cytotoxic effector	CORO1A
0.380302073	0.00E+00	10: cytotoxic effector	SLA
0.379474995	0.00E+00	10: cytotoxic effector	IFI27L2
0.377622036	0.00E+00	10: cytotoxic effector	FLNA
0.375744314	0.00E+00	10: cytotoxic effector	WIPF1
0.372744114	0.00E+00	10: cytotoxic effector	RAB27A
0.372572021	0.00E+00	10: cytotoxic effector	ANXA5
0.369987749	0.00E+00	10: cytotoxic effector	PDE3B
0.369427972	0.00E+00	10: cytotoxic effector	SLC25A5
0.368308097	0.00E+00	10: cytotoxic effector	SIT1
0.366895708	0.00E+00	10: cytotoxic effector	ARPC3
0.365608449	0.00E+00	10: cytotoxic effector	HIGD2A
0.364666786	0	10: cytotoxic effector	PLEKHF1
0.364370396	0	10: cytotoxic effector	CLIC1
0.36148842	0	10: cytotoxic effector	JAKMIP1
0.360960749	0	10: cytotoxic effector	FYN
0.359047548	0	10: cytotoxic effector	FKBP11
0.358106549	0	10: cytotoxic effector	STK17A
0.356935482	0	10: cytotoxic effector	LIME1
0.356872251	0	10: cytotoxic effector	LAPTM5
0.354642682	0	10: cytotoxic effector	ARPC2
0.354121304	0	10: cytotoxic effector	B3GNT2
0.353936563	0	10: cytotoxic effector	PSME2
0.352404961	0	10: cytotoxic effector	CAPZB
0.352216726	0	10: cytotoxic effector	GPR171
0.35197105	0	10: cytotoxic effector	KRAS
0.349552685	0	10: cytotoxic effector	CSK
0.349470608	0	10: cytotoxic effector	GABARAPL1
0.348940575	0	10: cytotoxic effector	RBCK1
0.346989086	0	10: cytotoxic effector	RNF19A
0.346857343	0	10: cytotoxic effector	CTSC
0.346436364	0	10: cytotoxic effector	ATP5MG
0.345902389	0	10: cytotoxic effector	VAMP5
0.345770484	0	10: cytotoxic effector	FCRL6
0.344899422	0	10: cytotoxic effector	SASH3
0.34303554	0	10: cytotoxic effector	PLSCR1
0.34001528	0	10: cytotoxic effector	SLC9A3R1
0.33538223	0	10: cytotoxic effector	GBP1
0.335163997	0	10: cytotoxic effector	HLA-DMA
0.333566754	0	10: cytotoxic effector	FUT8
0.331451044	0	10: cytotoxic effector	IFI16
0.331282806	0	10: cytotoxic effector	IL2RG
0.331135594	0	10: cytotoxic effector	PPP1CA
0.32979507	0	10: cytotoxic effector	POLD4
0.328246919	0	10: cytotoxic effector	OASL
0.327446414	0	10: cytotoxic effector	MRPL10
0.325229691	0	10: cytotoxic effector	TBC1D10C
0.324464708	0	10: cytotoxic effector	CALCOCO2
0.322348294	0	10: cytotoxic effector	RUNX3
0.322038084	0	10: cytotoxic effector	DRAP1
0.3218374	0	10: cytotoxic effector	PFN1
0.321452561	0	10: cytotoxic effector	BCAS4
0.321095457	0	10: cytotoxic effector	PRDX6
0.31985643	0	10: cytotoxic effector	CD244
0.319621631	0	10: cytotoxic effector	ATP5MC2
0.318592005	0	10: cytotoxic effector	LCK
0.318514912	0	10: cytotoxic effector	HSH2D
0.317494859	0	10: cytotoxic effector	LASP1
0.317292083	0	10: cytotoxic effector	ERAP2
0.315467924	0	10: cytotoxic effector	NCOR1
0.315126997	0	10: cytotoxic effector	MT1F
0.314501653	0	10: cytotoxic effector	HMGB1
0.311075755	0	10: cytotoxic effector	PYHIN1
0.309739489	0	10: cytotoxic effector	MYL6B
0.302319646	0	10: cytotoxic effector	IRF4
0.299189236	0	10: cytotoxic effector	MIEN1
0.298833192	0	10: cytotoxic effector	RPS6KA1
0.297650242	0	10: cytotoxic effector	SUMO2
0.29696345	0	10: cytotoxic effector	RNASEK
0.294194409	0	10: cytotoxic effector	COX5A
0.293894049	0	10: cytotoxic effector	JAK3
0.293428011	0	10: cytotoxic effector	TNFRSF1B
0.288103907	0	10: cytotoxic effector	UBXN1
0.287320722	0	10: cytotoxic effector	ATXN1
0.285629242	0	10: cytotoxic effector	TMSB10
0.283563418	0	10: cytotoxic effector	ASNA1
0.281968482	0	10: cytotoxic effector	PSME1
0.281700596	0	10: cytotoxic effector	GABARAP
0.281103767	0	10: cytotoxic effector	HLA-B
0.280389837	0	10: cytotoxic effector	MPG
0.274301847	0	10: cytotoxic effector	BATF
0.269041626	0	10: cytotoxic effector	HCST
0.268006983	0	10: cytotoxic effector	PREX1
0.26610546	0	10: cytotoxic effector	PTPRJ
0.263413517	0	10: cytotoxic effector	ATP8A1
0.261782892	0	10: cytotoxic effector	IL21R
0.259123371	0	10: cytotoxic effector	MXD4
0.256676904	0	10: cytotoxic effector	PTRHD1
0.254536445	0	10: cytotoxic effector	SAMD9L
0.250062902	0	10: cytotoxic effector	MYL6
0.317101661	1.87E-303	10: cytotoxic effector	SH3BP1
0.279971946	2.66E-303	10: cytotoxic effector	GALM
0.302318769	9.86E-301	10: cytotoxic effector	ATP5F1C
0.307235197	5.33E-299	10: cytotoxic effector	LSM2
0.250652116	4.02E-296	10: cytotoxic effector	ARPC1B
0.281361992	8.38E-296	10: cytotoxic effector	C9orf16
0.303198529	3.65E-295	10: cytotoxic effector	SERPINB9
0.27598202	4.00E-295	10: cytotoxic effector	TRIB2
0.452585747	6.33E-295	10: cytotoxic effector	LITAF
0.269162858	6.56E-295	10: cytotoxic effector	PRKCB
0.295696084	1.38E-292	10: cytotoxic effector	IGBP1
0.323464634	5.70E-289	10: cytotoxic effector	DYNLL1
0.337128444	4.71E-288	10: cytotoxic effector	GZMM
0.286109492	6.11E-288	10: cytotoxic effector	NFATC3
0.312600426	1.64E-287	10: cytotoxic effector	CELF2
0.298746512	1.56E-286	10: cytotoxic effector	SAMD3
0.276750186	2.55E-285	10: cytotoxic effector	TSPAN14
0.282027938	7.21E-284	10: cytotoxic effector	PCED1B
0.274719517	2.42E-283	10: cytotoxic effector	CD3G
0.304115787	6.16E-282	10: cytotoxic effector	IKZF3
0.285657	6.60E-278	10: cytotoxic effector	NFATC2
0.319284789	1.81E-277	10: cytotoxic effector	RNF167
0.294688188	4.53E-277	10: cytotoxic effector	TWF2
0.269778189	2.51E-276	10: cytotoxic effector	ATP5MC3
0.284258588	3.06E-276	10: cytotoxic effector	SCAND1
0.254295025	5.05E-276	10: cytotoxic effector	PPP1R16B
0.250226417	2.18E-272	10: cytotoxic effector	DCP2
0.276972867	8.19E-272	10: cytotoxic effector	CAP1
0.358700378	9.38E-269	10: cytotoxic effector	BHLHE40
0.272764698	5.06E-268	10: cytotoxic effector	VPS37B
0.332350608	2.35E-266	10: cytotoxic effector	S1PR4
0.300935377	2.47E-266	10: cytotoxic effector	MSN
0.275478865	6.80E-266	10: cytotoxic effector	MED15
0.270813607	1.01E-261	10: cytotoxic effector	APOBEC3C
0.268168514	1.29E-261	10: cytotoxic effector	INPP5D
0.292472334	1.53E-261	10: cytotoxic effector	RHOF
0.28296819	6.89E-261	10: cytotoxic effector	IL2RB
0.28727263	7.16E-261	10: cytotoxic effector	WDR1
0.271957633	1.19E-259	10: cytotoxic effector	CSNK2B
0.259127596	3.01E-256	10: cytotoxic effector	ATP2B4
0.329860442	3.06E-256	10: cytotoxic effector	JAML
0.333559093	3.74E-256	10: cytotoxic effector	IRF1
0.275822794	5.96E-255	10: cytotoxic effector	CFLAR
0.314694911	6.94E-253	10: cytotoxic effector	CXCR3
0.316869669	2.77E-250	10: cytotoxic effector	CLEC2D
0.253891574	4.61E-250	10: cytotoxic effector	ITGA1
0.2785627	1.27E-245	10: cytotoxic effector	PRKCH
0.254505179	4.46E-245	10: cytotoxic effector	BRK1
0.258530484	7.46E-245	10: cytotoxic effector	UQCRH
0.290414155	1.63E-243	10: cytotoxic effector	BIN1
0.275428755	2.03E-243	10: cytotoxic effector	ACTN4
0.288605885	1.21E-242	10: cytotoxic effector	LBH
0.251555289	5.88E-242	10: cytotoxic effector	CHST11
0.262906516	1.54E-240	10: cytotoxic effector	ZAP70
0.33324655	1.69E-240	10: cytotoxic effector	PRDM1
0.256004903	6.47E-240	10: cytotoxic effector	ARF5
0.263136956	4.69E-239	10: cytotoxic effector	MTHFD2
0.267662186	1.65E-236	10: cytotoxic effector	ARHGEF1
0.273663463	3.87E-236	10: cytotoxic effector	RABAC1
0.284856745	8.47E-236	10: cytotoxic effector	ASB2
0.264385756	3.52E-234	10: cytotoxic effector	DBI
0.305557079	5.10E-233	10: cytotoxic effector	KIAA1551
0.311443896	7.05E-232	10: cytotoxic effector	SH2D2A
0.291248786	8.32E-232	10: cytotoxic effector	RGL4
0.252215037	9.61E-231	10: cytotoxic effector	PSMA4
0.279435183	3.44E-230	10: cytotoxic effector	ARRB2
0.262573508	2.55E-229	10: cytotoxic effector	SRP14
0.288378331	2.16E-228	10: cytotoxic effector	PARK7
0.255883374	3.05E-225	10: cytotoxic effector	UQCRFS1
0.251566093	1.13E-223	10: cytotoxic effector	COPZ1
0.266505412	1.11E-222	10: cytotoxic effector	AKNA
0.250604775	4.41E-221	10: cytotoxic effector	RTRAF
0.281827654	2.15E-220	10: cytotoxic effector	STK17B
0.253147479	2.34E-220	10: cytotoxic effector	AKIRIN2
0.284901156	7.61E-220	10: cytotoxic effector	CD6
0.253350456	1.31E-219	10: cytotoxic effector	GABARAPL2
0.254140612	1.45E-216	10: cytotoxic effector	GPRIN3
0.251426421	5.11E-216	10: cytotoxic effector	FDFT1
0.252108321	4.45E-210	10: cytotoxic effector	MAP1LC3B
0.250167931	4.91E-208	10: cytotoxic effector	UBE2L3
0.264009735	3.11E-204	10: cytotoxic effector	ARHGAP9
0.272915403	1.39E-203	10: cytotoxic effector	SAT1
0.264028723	1.18E-202	10: cytotoxic effector	MYH9
0.252426315	3.58E-202	10: cytotoxic effector	ATRX
0.250762077	8.17E-202	10: cytotoxic effector	CDC42SE1
0.251682572	9.73E-201	10: cytotoxic effector	FAM49B
0.251771517	2.12E-198	10: cytotoxic effector	UBE2V1
0.277018353	1.19E-197	10: cytotoxic effector	AES
0.279348319	5.78E-195	10: cytotoxic effector	RBPJ
0.305486897	2.84E-194	10: cytotoxic effector	SIRPG
0.30683661	6.60E-191	10: cytotoxic effector	ITGB2
0.268168149	1.19E-188	10: cytotoxic effector	SERPINB1
0.256758964	1.95E-178	10: cytotoxic effector	RGS2
0.250682751	3.74E-172	10: cytotoxic effector	SUSD3
0.25311397	3.14E-156	10: cytotoxic effector	GIMAP4
0.564462595	4.01E-151	10: cytotoxic effector	CCL4L2
2.309652034	0.00E+00	11: LP Trm	GZMK
1.496736559	0.00E+00	11: LP Trm	CCL4L2
1.369078601	0.00E+00	11: LP Trm	CCL4
1.160487759	0.00E+00	11: LP Trm	GZMH
1.126846326	0.00E+00	11: LP Trm	CST7
1.082243204	0.00E+00	11: LP Trm	NKG7
1.002631985	0.00E+00	11: LP Trm	TNFSF9
0.961836571	0.00E+00	11: LP Trm	CCL3
0.926352819	0.00E+00	11: LP Trm	EOMES
0.897059541	0.00E+00	11: LP Trm	HLA-DRB1
0.886039609	0.00E+00	11: LP Trm	IFNG
0.880749597	0.00E+00	11: LP Trm	CD74
0.859573479	0.00E+00	11: LP Trm	CMC1
0.85682876	0.00E+00	11: LP Trm	PLEK
0.856441205	0.00E+00	11: LP Trm	KLRG1
0.853992729	0.00E+00	11: LP Trm	HLA-DPB1
0.833294789	0.00E+00	11: LP Trm	HLA-DPA1
0.819927104	0.00E+00	11: LP Trm	SH2D1A
0.762889312	0.00E+00	11: LP Trm	APOBEC3G
0.72819668	0.00E+00	11: LP Trm	DUSP2
0.717662959	0.00E+00	11: LP Trm	ITGB2
0.715293795	0.00E+00	11: LP Trm	SAMD3
0.682976624	0.00E+00	11: LP Trm	CD8A
0.675746299	0.00E+00	11: LP Trm	CD8B
0.67356072	0.00E+00	11: LP Trm	CTSW
0.66677624	0.00E+00	11: LP Trm	XCL2
0.645833234	0.00E+00	11: LP Trm	CRTAM
0.629311752	0.00E+00	11: LP Trm	GZMM
0.6244151	0.00E+00	11: LP Trm	HLA-DQA1
0.583058357	0.00E+00	11: LP Trm	HLA-DRB5
0.568317869	0.00E+00	11: LP Trm	LYST
0.534116222	0.00E+00	11: LP Trm	HLA-DQB1
0.522139074	0.00E+00	11: LP Trm	CD27
0.510240933	0.00E+00	11: LP Trm	HLA-DRA
0.508362923	0.00E+00	11: LP Trm	LITAF
0.504289644	0.00E+00	11: LP Trm	MT2A
0.479395	0.00E+00	11: LP Trm	APMAP
0.430956239	0.00E+00	11: LP Trm	HLA-DMA
0.421513656	0.00E+00	11: LP Trm	F2R
0.421096393	0.00E+00	11: LP Trm	SLAMF7
